Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,TR_Circle_Frame_Penalty.started,TR_Circle_Frame_Penalty.stopped,TR_Penalty_Text.started,TR_Penalty_Text.stopped,TR_Penalty_Press.keys,TR_Penalty_Press.rt,TR_Penalty_Press.started,TR_Penalty_Press.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Old_Text_Ctx2.started,Instr_CR_Old_Text_Ctx2.stopped,Instr_CR_Old_Press_Ctx2.keys,Instr_CR_Old_Press_Ctx2.rt,Instr_CR_Old_Press_Ctx2.started,Instr_CR_Old_Press_Ctx2.stopped,Instr_RT_text.started,Instr_RT_text.stopped,Instr_RT_key_resp.keys,Instr_RT_key_resp.rt,Instr_RT_key_resp.started,Instr_RT_key_resp.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,32,0,32,0,,,,,,,,,,,,,,,2,u,RT,0,32,0.7323508074363982,1,1,,,,,,,,,,,,,150.75472790002823,None,150.75472790002823,None,151.05424179998226,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,150.0874654999934,150.0874654999934,150.0874654999934,None,150.0874654999934,None,u,1,0.6302559000905603,150.0874654999934,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,33,0,33,0,,,,,,,,,,,,,,,3,l,RT,0,33,0.9985100919266334,1,1,,,,,,,,,,,,,152.23005959996954,None,152.23005959996954,None,152.53813969995826,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,151.25600229995325,151.25600229995325,151.25600229995325,None,151.25600229995325,None,l,1,0.9337878001388162,151.25600229995325,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,34,0,34,0,,,,,,,,,,,,,,,0,h,RT,0,34,1.0655009799861497,1,1,,,,,,,,,,,,,153.6451069000177,None,153.6451069000177,None,153.95478900009766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,152.73800180014223,152.73800180014223,152.73800180014223,None,152.73800180014223,None,h,1,0.8678085000719875,152.73800180014223,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,35,0,35,0,,,,,,,,,,,,,,,1,i,RT,0,35,0.3279575036191331,1,1,,,,,,,,,,,,,155.98665660014376,None,155.98665660014376,None,156.28767980006523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,154.1544832000509,154.1544832000509,154.1544832000509,None,154.1544832000509,None,i,1,1.7876810999587178,154.1544832000509,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,36,0,36,0,,,,,,,,,,,,,,,2,u,RT,0,36,1.1683562960636475,1,1,,,,,,,,,,,,,157.3896962001454,None,157.3896962001454,None,157.70448060007766,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,156.48843930009753,156.48843930009753,156.48843930009753,None,156.48843930009753,None,u,1,0.8535756000783294,156.48843930009753,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,37,0,37,0,,,,,,,,,,,,,,,3,l,RT,0,37,1.2408200930322848,1,1,,,,,,,,,,,,,158.627510700142,None,158.627510700142,None,158.93778400006704,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,157.9058773999568,157.9058773999568,157.9058773999568,None,157.9058773999568,None,l,1,0.6843548000324517,157.9058773999568,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,38,0,38,0,,,,,,,,,,,,,,,1,i,RT,0,38,0.6494583656147426,1,1,,,,,,,,,,,,,159.95447230013087,None,159.95447230013087,None,160.2545211999677,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,159.14247089996934,159.14247089996934,159.14247089996934,None,159.14247089996934,None,i,1,0.7672647999133915,159.14247089996934,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,39,0,39,0,,,,,,,,,,,,,,,0,h,RT,0,39,0.6279017804191211,1,1,,,,,,,,,,,,,162.01294760010205,None,162.01294760010205,None,162.32203450007364,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,160.45430660014972,160.45430660014972,160.45430660014972,None,160.45430660014972,None,h,1,1.5351841999217868,160.45430660014972,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,40,0,40,0,,,,,,,,,,,,,,,2,u,RT,0,40,1.2160390484190877,1,1,,,,,,,,,,,,,163.88296640012413,None,163.88296640012413,None,164.1877725000959,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,162.5212402001489,162.5212402001489,162.5212402001489,None,162.5212402001489,None,u,1,1.3085150998085737,162.5212402001489,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,41,0,41,0,,,,,,,,,,,,,,,0,h,RT,0,41,0.712122115817458,1,1,,,,,,,,,,,,,165.6197995999828,None,165.6197995999828,None,165.9214683000464,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,164.38831469998695,164.38831469998695,164.38831469998695,None,164.38831469998695,None,h,1,1.1943775999825448,164.38831469998695,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,42,0,42,0,,,,,,,,,,,,,,,3,l,RT,0,42,0.3693775269873347,1,1,,,,,,,,,,,,,168.22927640005946,None,168.22927640005946,None,168.53770720004104,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,166.12101450003684,166.12101450003684,166.12101450003684,None,166.12101450003684,None,l,1,2.0611006999388337,166.12101450003684,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,43,0,43,0,,,,,,,,,,,,,,,3,l,RT,0,43,1.1725905491943531,1,1,,,,,,,,,,,,,173.75826649996452,None,173.75826649996452,None,174.0712496000342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,168.74403599998914,168.74403599998914,168.74403599998914,None,168.74403599998914,None,l,1,4.973747900221497,168.74403599998914,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,44,0,44,0,,,,,,,,,,,,,,,0,h,RT,0,44,0.7783862705307467,1,1,,,,,,,,,,,,,175.08411699999124,None,175.08411699999124,None,175.38795050000772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,174.27124630007893,174.27124630007893,174.27124630007893,None,174.27124630007893,None,h,1,0.7752303001470864,174.27124630007893,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,45,0,45,0,,,,,,,,,,,,,,,1,i,RT,0,45,0.26785873897912027,1,1,,,,,,,,,,,,,176.79452300001867,None,176.79452300001867,None,177.10479560005479,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,175.58802020014264,175.58802020014264,175.58802020014264,None,175.58802020014264,None,i,1,1.1699313998688012,175.58802020014264,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,46,0,46,0,,,,,,,,,,,,,,,1,i,RT,0,46,1.1584910377961428,1,1,,,,,,,,,,,,,177.89962940011173,None,177.89962940011173,None,178.204656700138,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,177.30487850005738,177.30487850005738,177.30487850005738,None,177.30487850005738,None,i,1,0.5658764999825507,177.30487850005738,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,47,0,47,0,,,,,,,,,,,,,,,2,u,RT,0,47,0.6186280036537959,1,1,,,,,,,,,,,,,179.0457157001365,None,179.0457157001365,None,179.35583140002564,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,178.41285820002668,178.41285820002668,178.41285820002668,None,178.41285820002668,None,u,1,0.6008770999033004,178.41285820002668,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,48,0,48,0,,,,,,,,,,,,,,,0,h,RT,0,48,0.42000373398033863,1,1,,,,,,,,,,,,,181.29672789992765,None,181.29672789992765,None,181.60500210011378,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,179.55581520008855,179.55581520008855,179.55581520008855,None,179.55581520008855,None,h,1,1.7057405998930335,179.55581520008855,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,49,0,49,0,,,,,,,,,,,,,,,2,u,RT,0,49,0.36527062064855786,1,1,,,,,,,,,,,,,183.74634009995498,None,183.74634009995498,None,184.05470630014315,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,181.8046055000741,181.8046055000741,181.8046055000741,None,181.8046055000741,None,u,1,1.912874999921769,181.8046055000741,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,50,0,50,0,,,,,,,,,,,,,,,3,l,RT,0,50,0.9571237105139271,1,1,,,,,,,,,,,,,185.3301584001165,None,185.3301584001165,None,185.63841340015642,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,184.25460580014624,184.25460580014624,184.25460580014624,None,184.25460580014624,None,l,1,1.0399853999260813,184.25460580014624,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,51,0,51,0,,,,,,,,,,,,,,,2,u,RT,0,51,0.9845509205860072,1,1,,,,,,,,,,,,,186.6402201000601,None,186.6402201000601,None,186.93864920013584,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,185.8390055000782,185.8390055000782,185.8390055000782,None,185.8390055000782,None,u,1,0.7665216999594122,185.8390055000782,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,52,0,52,0,,,,,,,,,,,,,,,1,i,RT,0,52,0.7092411099306741,1,1,,,,,,,,,,,,,187.5665385001339,None,187.5665385001339,None,187.87146870000288,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,187.1381022001151,187.1381022001151,187.1381022001151,None,187.1381022001151,None,i,1,0.37198169995099306,187.1381022001151,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,53,0,53,0,,,,,,,,,,,,,,,0,h,RT,0,53,0.33206594009318624,1,1,,,,,,,,,,,,,189.00428689992987,None,189.00428689992987,None,190.00462260004133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,188.0714527000673,188.0714527000673,188.0714527000673,None,188.0714527000673,None,l,0,0.8788285001646727,188.0714527000673,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,54,0,54,0,,,,,,,,,,,,,,,1,i,RT,0,54,1.093590984742261,1,1,,,,,,,,,,,,,190.95342040015385,None,190.95342040015385,None,191.2546685000416,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,190.20818640012294,190.20818640012294,190.20818640012294,None,190.20818640012294,None,i,1,0.7105696999933571,190.20818640012294,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,55,0,55,0,,,,,,,,,,,,,,,3,l,RT,0,55,0.03746641287624719,1,1,,,,,,,,,,,,,192.50638539995998,None,192.50638539995998,None,192.82133900001645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,191.45491340011358,191.45491340011358,191.45491340011358,None,191.45491340011358,None,l,1,1.007637299830094,191.45491340011358,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,56,0,56,0,,,,,,,,,,,,,,,0,h,RT,0,56,0.3559188857704785,1,1,,,,,,,,,,,,,194.41288410010748,None,194.41288410010748,None,194.72150660003535,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,193.03088400000706,193.03088400000706,193.03088400000706,None,193.03088400000706,None,h,1,1.3427961000707,193.03088400000706,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,57,0,57,0,,,,,,,,,,,,,,,2,u,RT,0,57,0.8366467909750495,1,1,,,,,,,,,,,,,195.5200543999672,None,195.5200543999672,None,195.82132550003007,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,194.92147810012102,194.92147810012102,194.92147810012102,None,194.92147810012102,None,u,1,0.563958500046283,194.92147810012102,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,58,0,58,0,,,,,,,,,,,,,,,3,l,RT,0,58,0.7133289472688331,1,1,,,,,,,,,,,,,196.82967360015027,None,196.82967360015027,None,197.13822850002907,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,196.02503479993902,196.02503479993902,196.02503479993902,None,196.02503479993902,None,l,1,0.7810172999743372,196.02503479993902,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,59,0,59,0,,,,,,,,,,,,,,,1,i,RT,0,59,0.8569180591138308,1,1,,,,,,,,,,,,,197.7029822000768,None,197.7029822000768,None,198.00487289996818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,197.33855310012586,197.33855310012586,197.33855310012586,None,197.33855310012586,None,i,1,0.3317536001559347,197.33855310012586,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,60,0,60,0,,,,,,,,,,,,,,,3,l,RT,0,60,0.5160477466101518,1,1,,,,,,,,,,,,,198.99785430007614,None,198.99785430007614,None,199.3048717000056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/ddnb.png,1,0,0,198.2073495001532,198.2073495001532,198.2073495001532,None,198.2073495001532,None,l,1,0.7583049999084324,198.2073495001532,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,61,0,61,0,,,,,,,,,,,,,,,1,i,RT,0,61,1.2485983362386734,1,1,,,,,,,,,,,,,200.2641535999719,None,200.2641535999719,None,200.57235289993696,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dnnb.png,1,0,0,199.50498989992775,199.50498989992775,199.50498989992775,None,199.50498989992775,None,i,1,0.7327354000881314,199.50498989992775,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,62,0,62,0,,,,,,,,,,,,,,,0,h,RT,0,62,1.1207074664485601,1,1,,,,,,,,,,,,,201.47903940011747,None,201.47903940011747,None,201.7885483999271,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,200.77141409995966,200.77141409995966,200.77141409995966,None,200.77141409995966,None,h,1,0.6823106000665575,200.77141409995966,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,63,0,63,0,,,,,,,,,,,,,,,2,u,RT,0,63,0.0284809638830521,1,1,,,,,,,,,,,,,202.66356380004436,None,202.66356380004436,None,202.97164559992962,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/dinb.png,1,0,0,201.98822699999437,201.98822699999437,201.98822699999437,None,201.98822699999437,None,u,1,0.641368499957025,201.98822699999437,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,64,0,64,0,,,,,,,,,,,,,,,0,h,RT,0,64,0.2793594400932331,1,1,,,,,,,,,,,,,203.86317949998192,None,203.86317949998192,None,204.1716463000048,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media/djnb.png,1,0,0,203.17194580007344,203.17194580007344,203.17194580007344,None,203.17194580007344,None,h,1,0.6573588999453932,203.17194580007344,None,,,,,,,,,,,,,1,1,2020_Dec_04_0115,Context_Learning_new,2020.1.3,59.989981666614725,
