Stim,CorrResp,Ctx_color,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Old_Bool.thisRepN,CR_Old_Bool.thisTrialN,CR_Old_Bool.thisN,CR_Old_Bool.thisIndex,CR_Old_Grp_B_Bool.thisRepN,CR_Old_Grp_B_Bool.thisTrialN,CR_Old_Grp_B_Bool.thisN,CR_Old_Grp_B_Bool.thisIndex,CR_Old_Iter_Ctx1.thisRepN,CR_Old_Iter_Ctx1.thisTrialN,CR_Old_Iter_Ctx1.thisN,CR_Old_Iter_Ctx1.thisIndex,CR_Old_Iter_Ctx2.thisRepN,CR_Old_Iter_Ctx2.thisTrialN,CR_Old_Iter_Ctx2.thisN,CR_Old_Iter_Ctx2.thisIndex,CR_Old_Grp_R_Bool.thisRepN,CR_Old_Grp_R_Bool.thisTrialN,CR_Old_Grp_R_Bool.thisN,CR_Old_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,TR_Old_Bool.thisRepN,TR_Old_Bool.thisTrialN,TR_Old_Bool.thisN,TR_Old_Bool.thisIndex,TR_Old_Block.thisRepN,TR_Old_Block.thisTrialN,TR_Old_Block.thisN,TR_Old_Block.thisIndex,TR_Iter.thisRepN,TR_Iter.thisTrialN,TR_Iter.thisN,TR_Iter.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Symbol,Stim_Type,Finger,Block_Type,Remap,Trial_Count,Set_Prep_Time,Block_Num,Grp_B,Grp_R,Day,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,Post_Trial_Circle_Frame.started,Post_Trial_Circle_Frame.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_too_early,TR_too_late,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Old_Text_Ctx1.started,Instr_CR_Old_Text_Ctx1.stopped,Instr_CR_Old_Press_Ctx1.keys,Instr_CR_Old_Press_Ctx1.rt,Instr_CR_Old_Press_Ctx1.started,Instr_CR_Old_Press_Ctx1.stopped,Shape,ctx,Repeat_Count,Brp_R,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Text_Ctx2.started,Instr_CR_Text_Ctx2.stopped,Instr_CR_Press_Ctx2.keys,Instr_CR_Press_Ctx2.rt,Instr_CR_Press_Ctx2.started,Instr_CR_Press_Ctx2.stopped,Instr_RT_Text.started,Instr_RT_Text.stopped,Instr_RT_Press.keys,Instr_RT_Press.rt,Instr_RT_Press.started,Instr_RT_Press.stopped,Instr_TR_Old_text.started,Instr_TR_Old_text.stopped,Instr_TR_Old_Press.keys,Instr_TR_Old_Press.rt,Instr_TR_Old_Press.started,Instr_TR_Old_Press.stopped,TR_Circle_Frame.started,TR_Circle_Frame.stopped,TR_Circle.started,TR_Circle.stopped,TR_Ctx.started,TR_Ctx.stopped,TR_Stim_Image.started,TR_Stim_Image.stopped,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Press.started,TR_Press.stopped,participant,day,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,l,TR,0,4,0.8231138122659796,1,1,,1,,,,,,,,,,,,,,,,134.41980369994417,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,134.12019479996525,None,134.12019479996525,None,134.12019479996525,None,,,,,,,media/dinb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.45371519983746,132.45371519983746,132.45371519983746,None,132.45371519983746,None,133.22073289984837,None,h,0,1.630095399916172,132.45371519983746,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,TR,0,5,1.2929264702343926,1,1,,1,,,,,,,,,,,,,,,,136.65525149996392,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,136.3418578999117,None,136.3418578999117,None,136.3418578999117,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.61984569998458,134.61984569998458,134.61984569998458,None,134.61984569998458,None,134.91964089986868,None,h,0,1.686742499936372,134.61984569998458,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,TR,0,6,0.5416871095780953,1,1,,1,,,,,,,,,,,,,,,,138.8704309000168,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,138.5552002999466,None,138.5552002999466,None,138.5552002999466,None,,,,,,,media/ddnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.86988210002892,136.86988210002892,136.86988210002892,None,136.86988210002892,None,137.92145649995655,None,l,1,1.6447055998723954,136.86988210002892,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,TR,0,7,1.280241386530236,1,1,,1,,,,,,,,,,,,,,,,141.06973330001347,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,140.757471999852,None,140.757471999852,None,140.757471999852,None,,,,,,,media/djnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.06989059993066,139.06989059993066,139.06989059993066,None,139.06989059993066,None,139.36993999988772,None,h,0,1.6686499000061303,139.06989059993066,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,l,TR,0,8,0.9053450722597209,1,1,,1,,,,,,,,,,,,,,,,143.1531481000129,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,142.8402478999924,None,142.8402478999924,None,142.8402478999924,None,,,,,,,media/dinb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.2698786999099,141.2698786999099,141.2698786999099,None,141.2698786999099,None,141.95348529983312,None,u,0,1.5488116000778973,141.2698786999099,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,TR,0,9,1.276936317157207,1,1,,1,,,,,,,,,,,,,,,,145.2701930999756,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,144.96656069997698,None,144.96656069997698,None,144.96656069997698,None,,,,,,,media/dnnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.35329189989716,143.35329189989716,143.35329189989716,None,143.35329189989716,None,143.66965549997985,None,h,1,1.5772838001139462,143.35329189989716,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,TR,0,0,0.18413970063581275,2,1,,1,,,,,,,,,,,,,,,,148.22072029998526,None,,,,,,,145.47240739990957,None,h,0.7943003999534994,145.47240739990957,None,0,0,,,,,,,,,,,,,,147.91119590005837,None,147.91119590005837,None,147.91119590005837,None,,,,,,,media/dnnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.2873126999475,146.2873126999475,146.2873126999475,None,146.2873126999475,None,147.68665020004846,None,h,0,1.5952882999554276,146.2873126999475,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,TR,0,1,0.27585926673273,2,1,,1,,,,,,,,,,,,,,,,150.32007390004583,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,150.007149099838,None,150.007149099838,None,150.007149099838,None,,,,,,,media/djnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.43640879984014,148.43640879984014,148.43640879984014,None,148.43640879984014,None,149.75362209999003,None,l,0,1.5500624999403954,148.43640879984014,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,TR,0,2,0.7877255835041277,2,1,,1,,,,,,,,,,,,,,,,152.42003379995003,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,152.1187902998645,None,152.1187902998645,None,152.1187902998645,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5197484998498,150.5197484998498,150.5197484998498,None,150.5197484998498,None,151.32230719993822,None,h,0,1.5628668998833746,150.5197484998498,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,i,TR,0,3,0.8663796272788149,2,1,,1,,,,,,,,,,,,,,,,154.48683479987085,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,154.17293999996036,None,154.17293999996036,None,154.17293999996036,None,,,,,,,media/ddnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.62000899994746,152.62000899994746,152.62000899994746,None,152.62000899994746,None,153.3367122998461,None,u,0,1.518527900101617,152.62000899994746,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,TR,0,4,1.0710217996510591,2,1,,1,,,,,,,,,,,,,,,,156.38652659999207,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,156.0753939000424,None,156.0753939000424,None,156.0753939000424,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.6927364000585,154.6927364000585,154.6927364000585,None,154.6927364000585,None,155.22079889988527,None,l,0,1.3577778998296708,154.6927364000585,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,h,TR,0,5,0.21086151495249417,2,1,,1,,,,,,,,,,,,,,,,158.56981169991195,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,158.260701399995,None,158.260701399995,None,158.260701399995,None,,,,,,,media/dnnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.60259240004234,156.60259240004234,156.60259240004234,None,156.60259240004234,None,157.97116689989343,None,l,0,1.63176429993473,156.60259240004234,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,TR,0,6,0.3716176437856069,2,1,,1,,,,,,,,,,,,,,,,160.82016969984397,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,160.5127204998862,None,160.5127204998862,None,160.5127204998862,None,,,,,,,media/ddnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.77001149998978,158.77001149998978,158.77001149998978,None,158.77001149998978,None,159.98668870003894,None,h,0,1.7124164002016187,158.77001149998978,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,TR,0,7,0.07616974318890102,2,1,,1,,,,,,,,,,,,,,,,163.08686779998243,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,162.77339209988713,None,162.77339209988713,None,162.77339209988713,None,,,,,,,media/dnnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.02639089990407,161.02639089990407,161.02639089990407,None,161.02639089990407,None,162.53669520001858,None,h,0,1.7283596999477595,161.02639089990407,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,l,TR,0,8,0.9664882023984214,2,1,,1,,,,,,,,,,,,,,,,165.30536730005406,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,164.99450919986703,None,164.99450919986703,None,164.99450919986703,None,,,,,,,media/dinb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.28663829993457,163.28663829993457,163.28663829993457,None,163.28663829993457,None,163.90658459998667,None,i,0,1.675765800056979,163.28663829993457,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,u,TR,0,9,1.019002636175629,2,1,,1,,,,,,,,,,,,,,,,167.604294099845,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,167.2962304998655,None,167.2962304998655,None,167.2962304998655,None,,,,,,,media/djnb.png,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.5199567999225,165.5199567999225,165.5199567999225,None,165.5199567999225,None,166.08679219987243,None,h,0,1.7465120998676866,165.5199567999225,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,TR,0,0,0.7877197280142494,3,1,,1,,,,,,,,,,,,,,,,170.737268100027,None,,,,,,,167.80416209995747,None,h,1.0382821999955922,167.80416209995747,None,0,0,,,,,,,,,,,,,,170.4353139998857,None,170.4353139998857,None,170.4353139998857,None,,,,,,,media/dnnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.87368960003369,168.87368960003369,168.87368960003369,None,168.87368960003369,None,169.6700273999013,None,h,0,1.5288925000932068,168.87368960003369,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,TR,0,1,0.72722504768247,3,1,,1,,,,,,,,,,,,,,,,172.7391669000499,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,172.4259529998526,None,172.4259529998526,None,172.4259529998526,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.93681919993833,170.93681919993833,170.93681919993833,None,170.93681919993833,None,171.786624699831,None,l,0,1.4656725998502225,170.93681919993833,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,TR,0,2,1.2147425666778326,3,1,,1,,,,,,,,,,,,,,,,174.9216552998405,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,174.61093439999968,None,174.61093439999968,None,174.61093439999968,None,,,,,,,media/ddnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.9435427999124,172.9435427999124,172.9435427999124,None,172.9435427999124,None,173.3207667998504,None,i,0,1.642940699821338,172.9435427999124,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,2,Symb,u,TR,0,3,1.201710554048488,3,1,,1,,,,,,,,,,,,,,,,177.15361839998513,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,176.8429051998537,None,176.8429051998537,None,176.8429051998537,None,,,,,,,media/dinb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.1367273000069,175.1367273000069,175.1367273000069,None,175.1367273000069,None,175.5202482000459,None,u,1,1.6508208999875933,175.1367273000069,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,1,Symb,i,TR,0,4,0.48194336714176833,3,1,,1,,,,,,,,,,,,,,,,179.38701149984263,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,179.07711869990453,None,179.07711869990453,None,179.07711869990453,None,,,,,,,media/dnnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.35823939996772,177.35823939996772,177.35823939996772,None,177.35823939996772,None,178.4703527998645,None,h,0,1.69217719999142,177.35823939996772,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,3,Symb,l,TR,0,5,0.33457429125800875,3,1,,1,,,,,,,,,,,,,,,,181.67112850002013,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,181.3570476998575,None,181.3570476998575,None,181.3570476998575,None,,,,,,,media/ddnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.58678369992413,179.58678369992413,179.58678369992413,None,179.58678369992413,None,180.83795379986987,None,h,0,1.73579359985888,179.58678369992413,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,TR,0,6,0.602982363985453,3,1,,1,,,,,,,,,,,,,,,,183.9037172999233,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,183.5916839998681,None,183.5916839998681,None,183.5916839998681,None,,,,,,,media/djnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.8742612998467,181.8742612998467,181.8742612998467,None,181.8742612998467,None,182.8534291998949,None,i,0,1.696738800033927,181.8742612998467,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,2,0,2,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,0,Symb,h,TR,0,7,1.1519502770183638,3,1,,1,,,,,,,,,,,,,,,,186.2037255000323,None,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,185.89840730000287,None,185.89840730000287,None,185.89840730000287,None,,,,,,,media/djnb.png,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.10352899995632,184.10352899995632,184.10352899995632,None,184.10352899995632,None,184.53709480003454,None,h,1,1.7632448999211192,184.10352899995632,None,1,1,2020_Dec_04_1945,Context_Learning_new,2020.1.3,60.01118611437832,
